5.4		8157.23517095
5.5		8206.21242127
5.6000000000000005		8254.08224871
5.7		8300.88548544
5.800000000000001		8346.66090441
5.9		8391.44534965
6.0		8435.27385666
6.1000000000000005		8478.17976392
6.2		8520.19481613
6.300000000000001		8561.34926007
6.4		8601.67193345
6.5		8641.19034756
6.6000000000000005		8679.93076411
6.7		8717.91826669
6.800000000000001		8755.17682741
6.9		8791.72936903
7.0		8827.59782286
7.1000000000000005		8862.80318288
7.2		8897.36555636
7.300000000000001		8931.30421112
7.4		8964.6376198
7.5		8997.38350138
7.6000000000000005		9029.55885999
7.7		9061.18002146
7.800000000000001		9092.26266747
7.9		9122.82186776
8.0		9152.87211033
8.1		9182.42732991
8.200000000000001		9211.50093467
8.3		9240.10583145
8.4		9268.2544495
8.5		9295.95876286
8.6		9323.23031171
8.700000000000001		9350.08022179
8.8		9376.51922381
8.9		9402.557671
9.0		9428.20555596
9.1		9453.47252663
9.200000000000001		9478.36790138
9.3		9502.9006833
9.4		9527.07957374
9.5		9550.91298515
9.600000000000001		9574.40905326
9.700000000000001		9597.57564867
9.8		9620.42038779
9.9		9642.9506433
10.0		9665.17355405
10.100000000000001		9687.09603448
10.200000000000001		9708.72478362
10.3		9730.06629357
10.4		9751.12685769
10.5		9771.91257828
10.600000000000001		9792.42937401
10.700000000000001		9812.68298691
10.8		9832.67898908
10.9		9852.42278913
11.0		9871.91963823
11.100000000000001		9891.17463599
11.200000000000001		9910.192736
11.3		9928.97875114
11.4		9947.53735872
11.5		9965.8731053
11.600000000000001		9983.99041134
11.700000000000001		10001.8935757
11.8		10019.5867798
11.9		10037.0740919
12.0		10054.3594709
12.100000000000001		10071.4467697
12.200000000000001		10088.3397397
12.3		10105.0420334
12.4		10121.557208
12.5		10137.8887286
12.600000000000001		10154.0399714
12.700000000000001		10170.0142262
12.8		10185.8146994
12.9		10201.4445171
13.0		10216.906727
13.100000000000001		10232.2043012
13.200000000000001		10247.3401388
13.3		10262.3170678
13.4		10277.1378477
13.5		10291.8051712
13.600000000000001		10306.3216667
13.700000000000001		10320.6899
13.8		10334.9123762
13.9		10348.9915415
14.0		10362.9297854
14.100000000000001		10376.7294416
14.200000000000001		10390.3927904
14.3		10403.9220598
14.4		10417.3194272
14.5		10430.587021
14.600000000000001		10443.7269216
14.700000000000001		10456.7411633
14.8		10469.6317351
14.9		10482.4005824
15.0		10495.049608
